BRAND-NAME,CT-REGISTRATION-NUMBER,STATUS,EFFECTIVE,EXPIRATION,OUT-OF-STATE-SHIPPER,SUPERVISOR-CREDENTIAL-,WHOLESALERS
GARRISON BROTHERS SMALL BATCH TEXAS BOURBON WHISKEY,LBD.0230833,ACTIVE,09/16/2025 12:00:00 AM,09/15/2028 12:00:00 AM,LONE STAR DISTILLERY LLC,LSL.0001600,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
GARRISON BROTHERS SONORA TEXAS STRAIGHT BOURBON WHISKEY,LBD.0230306,ACTIVE,08/29/2025 12:00:00 AM,08/28/2028 12:00:00 AM,LONE STAR DISTILLERY LLC,LSL.0001600,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
GARRISON BROTHERS TEXAS STRAIGHT BOURBON WHISKEY COWBOY BOURBON,LBD.0184890,ACTIVE,11/19/2024 12:00:00 AM,11/17/2027 12:00:00 AM,LONE STAR DISTILLERY LLC,LSL.0001600,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
GARRISON BROTHERS TEXAS STRAIGHT BOURBON WHISKEY GUADALUPE,LBD.0174316,ACTIVE,02/04/2024 12:00:00 AM,02/02/2027 12:00:00 AM,LONE STAR DISTILLERY LLC,LSL.0001600,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
GARRISON BROTHERS TEXAS STRAIGHT BOURBON WHISKEY LAGUNA MADRE,LBD.0162550,ACTIVE,12/18/2025 12:00:00 AM,12/16/2028 12:00:00 AM,LONE STAR DISTILLERY LLC,LSL.0001600,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
GARRISON BROTHERS TEXAS STRAIGHT BOURBON WHISKEY SINGLE BARREL,LBD.0184889,ACTIVE,11/19/2024 12:00:00 AM,11/17/2027 12:00:00 AM,LONE STAR DISTILLERY LLC,LSL.0001600,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
GARRISON BROTHERS TEXAS STRAIGHT BOURBON WHISKEY,LBD.0184888,ACTIVE,11/19/2024 12:00:00 AM,11/17/2027 12:00:00 AM,LONE STAR DISTILLERY LLC,LSL.0001600,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
GARRISON CREEK CELLARS CABERNET SAUVIGNON,LBD.0137654,ACTIVE,08/17/2023 12:00:00 AM,08/15/2026 12:00:00 AM,MEM LLC,LSW.0001214,
GARRISON CREEK CELLARS MALBEC,LBD.0137653,ACTIVE,08/17/2023 12:00:00 AM,08/15/2026 12:00:00 AM,MEM LLC,LSW.0001214,
GARRISON CREEK CELLARS MERLOT,LBD.0137652,ACTIVE,08/17/2023 12:00:00 AM,08/15/2026 12:00:00 AM,MEM LLC,LSW.0001214,
GARRISON CREEK CELLARS SYRAH,LBD.0136941,ACTIVE,08/17/2023 12:00:00 AM,08/15/2026 12:00:00 AM,MEM LLC,LSW.0001214,
GARRISON CREEK CELLARS TEMPRENILLO,LBD.0137651,ACTIVE,08/17/2023 12:00:00 AM,08/15/2026 12:00:00 AM,MEM LLC,LSW.0001214,
GARRUS COTES DE PROVENCE ROSE,LBD.0228500,ACTIVE,07/14/2025 12:00:00 AM,07/13/2028 12:00:00 AM,MOET HENNESSY USA INC,LSL.0000933,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARTEN WEIZEN,LBD.0206397,ACTIVE,07/24/2023 12:00:00 AM,07/23/2026 12:00:00 AM,NOD HILL BREWERY INC,LMB.0001610,
GARY FARRELL CHARDONNAY,LBD.0225973,ACTIVE,04/23/2025 12:00:00 AM,04/22/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL HALLBERG VINEYARD PINOT NOIR RUSSIAN RIVER VALLEY,LBD.0233866,ACTIVE,01/08/2026 12:00:00 AM,01/07/2029 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LCL.0000514)"
GARY FARRELL PINOT NOIR SONOMA COAST,LBD.0223900,ACTIVE,02/24/2025 12:00:00 AM,02/23/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL PINOT NOIR,LBD.0225974,ACTIVE,04/23/2025 12:00:00 AM,04/22/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL ROCHIOLI VINEYARD PINOT NOIR,LBD.0228965,ACTIVE,07/30/2025 12:00:00 AM,07/29/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,
GARY FARRELL ROSE OF PINOT NOIR,LBD.0225606,ACTIVE,04/11/2025 12:00:00 AM,04/10/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL SAUVIGNON BLANC,LBD.0225605,ACTIVE,04/21/2025 12:00:00 AM,04/20/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LCL.0000514)"
GARY FARRELL WINERY CHARDONNAY BACIGALUPI 0709,LBD.0232285,ACTIVE,11/03/2025 12:00:00 AM,11/02/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL WINERY CHARDONNAY DURELL 0742,LBD.0232288,ACTIVE,11/03/2025 12:00:00 AM,11/02/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL WINERY CHARDONNAY OLIVET LANE 0717,LBD.0232286,ACTIVE,11/03/2025 12:00:00 AM,11/02/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL WINERY CHARDONNAY RITCHIE 0735,LBD.0232287,ACTIVE,11/03/2025 12:00:00 AM,11/02/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL WINERY CHARDONNAY ROCHIOLI 0704,LBD.0232284,ACTIVE,11/03/2025 12:00:00 AM,11/02/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL WINERY CHARDONNAY ROCHIOLI CUVEE D'OEUF 0546,LBD.0232290,ACTIVE,11/03/2025 12:00:00 AM,11/02/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL WINERY CHARDONNAY ROCHIOLI-ALLEN 0752,LBD.0232289,ACTIVE,11/03/2025 12:00:00 AM,11/02/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL WINERY CHARDONNAY WESTSIDE 0694,LBD.0232283,ACTIVE,11/03/2025 12:00:00 AM,11/02/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL WINERY PINOT NOIR BACIGALUPI 0282,LBD.0232280,ACTIVE,11/03/2025 12:00:00 AM,11/02/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL WINERY PINOT NOIR FORT ROSS 0445,LBD.0232282,ACTIVE,11/03/2025 12:00:00 AM,11/02/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL WINERY PINOT NOIR HALLBERG DIJON CLONES 0583,LBD.0232281,ACTIVE,11/03/2025 12:00:00 AM,11/02/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GARY FARRELL WINERY PINOT NOIR ZIO TONY,LBD.0223573,ACTIVE,02/10/2025 12:00:00 AM,02/09/2028 12:00:00 AM,GF WINES LLC,LSW.0000653,
GARY'S GOURDS,LBD.0219952,ACTIVE,09/16/2024 12:00:00 AM,09/15/2027 12:00:00 AM,BERKSHIRE BREWING COMPANY INC,LSB.0001067,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
GARZON BALASTO RED,LBD.0216049,ACTIVE,08/11/2025 12:00:00 AM,08/10/2028 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
GARZON SINGLE VINEYARD PETIT VERDOT 2022,LBD.0214577,ACTIVE,04/08/2024 12:00:00 AM,04/07/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
GARZON SINGLE VINEYARD PINOT NOIR 2022,LBD.0214578,ACTIVE,04/08/2024 12:00:00 AM,04/07/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
GARZON SPARKLING EXTRA BRUT,LBD.0222294,ACTIVE,12/09/2024 12:00:00 AM,12/08/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
GARZON SPARKLING ROSE BRUT NATURE,LBD.0222295,ACTIVE,12/09/2024 12:00:00 AM,12/08/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
GASOLINA ORIGINAL,LBD.0218207,ACTIVE,08/06/2024 12:00:00 AM,08/05/2027 12:00:00 AM,PAN AMERICAN PROPERTIES CORP,LSL.0001726,"DICHELLO DISTRIBUTORS INC (LIW.0000516), LEVINE DISTRIBUTING CO , LLC (LIW.0000527)"
GASOLINA PARCHA,LBD.0160945,ACTIVE,10/20/2025 12:00:00 AM,10/18/2028 12:00:00 AM,PAN AMERICAN PROPERTIES CORP,LSL.0001726,"DICHELLO DISTRIBUTORS INC (LIW.0000516), LEVINE DISTRIBUTING CO , LLC (LIW.0000527)"
GASOLINA RITA MARGARIIITA,LBD.0218205,ACTIVE,08/05/2024 12:00:00 AM,08/04/2027 12:00:00 AM,PAN AMERICAN PROPERTIES CORP,LSL.0001726,"DICHELLO DISTRIBUTORS INC (LIW.0000516), LEVINE DISTRIBUTING CO , LLC (LIW.0000527)"
GASOLINA SANGRIIIA,LBD.0218206,ACTIVE,08/06/2024 12:00:00 AM,08/05/2027 12:00:00 AM,PAN AMERICAN PROPERTIES CORP,LSL.0001726,"DICHELLO DISTRIBUTORS INC (LIW.0000516), LEVINE DISTRIBUTING CO , LLC (LIW.0000527)"
GASOLINA TORONJA,LBD.0218204,ACTIVE,08/05/2024 12:00:00 AM,08/04/2027 12:00:00 AM,PAN AMERICAN PROPERTIES CORP,LSL.0001726,"DICHELLO DISTRIBUTORS INC (LIW.0000516), LEVINE DISTRIBUTING CO , LLC (LIW.0000527)"
GASPARD BULLES TOURAINE SPARKLING ROSE WINE,LBD.0224857,ACTIVE,12/17/2025 12:00:00 AM,12/16/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,A MISSING LINK LLC (LIW.0000659)
GASPARD SAINT POURCAIN PINOT NOIR,LBD.0172381,ACTIVE,12/17/2025 12:00:00 AM,12/16/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,A MISSING LINK LLC (LIW.0000659)
GASPARD TOURAINE CABERNET FRANC,LBD.0172380,ACTIVE,12/17/2025 12:00:00 AM,12/16/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,A MISSING LINK LLC (LIW.0000659)
GASPARD TOURAINE GAMAY,LBD.0224346,ACTIVE,12/17/2025 12:00:00 AM,12/16/2028 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,A MISSING LINK LLC (LIW.0000659)
GASPARD TOURAINE SAUVIGNON BLANC,LBD.0191649,ACTIVE,05/31/2025 12:00:00 AM,05/29/2028 12:00:00 AM,USA WINE IMPORTS INC,LSL.0001336,A MISSING LINK LLC (LIW.0000659)
"GASPARD, SAUVIGNON BLANC",LBD.0236714,ACTIVE,04/09/2026 12:00:00 AM,04/08/2029 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,A MISSING LINK LLC (LIW.0000659)
GASSIER LE PAS DU MOINE,LBD.0227190,ACTIVE,06/02/2025 12:00:00 AM,06/01/2028 12:00:00 AM,MASSANOIS LLC,LSL.0001528,MASSANOIS CT LLC (LIW.0000753)
GASTON CHIQUET CHAMPAGNE BLANC DE BLANCS D'AY,LBD.0036153,ACTIVE,11/19/2023 12:00:00 AM,11/17/2026 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
GASTON CHIQUET CHAMPAGNE BRUT TRADITION,LBD.0034522,ACTIVE,08/21/2024 12:00:00 AM,08/19/2027 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
GASTON CHIQUET CHAMPAGNE SPECIAL CLUB MILLESIME BRUT,LBD.0062337,ACTIVE,10/04/2025 12:00:00 AM,10/02/2028 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
GASTON CHIQUET VINTAGE CHAMPAGNE BRUT,LBD.0081801,ACTIVE,10/29/2025 12:00:00 AM,10/27/2028 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
GASTON COLLARD DOSAGE ZERO CHAMPAGNE SPARKLING WINE,LBD.0215101,ACTIVE,04/23/2024 12:00:00 AM,04/22/2027 12:00:00 AM,USA WINE IMPORTS INC,LSL.0001336,CLASSIC WINES INC (LIW.0000565)
GASTON-CHIQUET CHAMPAGNE ROSE,LBD.0129318,ACTIVE,10/15/2025 12:00:00 AM,10/13/2028 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
GASTON-CHIQUET CUVEE DE RESERVE,LBD.0147956,ACTIVE,08/29/2024 12:00:00 AM,08/27/2027 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
GASTROPARK	RUN WITH REBEL,LBD.0236898,ACTIVE,04/13/2026 12:00:00 AM,04/12/2029 12:00:00 AM,TWELVE PERCENT LLC,LMB.0001609,"TWELVE PERCENT LLC (LMB.0001609), AA WORLDWIDE LLC (LIW.0000765)"
GATE 31 INDIA PALE ALE,LBD.0219606,ACTIVE,08/30/2024 12:00:00 AM,08/29/2027 12:00:00 AM,BROAD BROOK BREWING LLC,LMB.0001596,G &amp; G BEVERAGE DIST  INC (LIW.0000509)
GATHER PILSNER,LBD.0141269,ACTIVE,01/11/2024 12:00:00 AM,01/09/2027 12:00:00 AM,FOX FARM BREWERY LLC,LMB.0001672,
GATO NEGRO CABERNET SAUVIGNON MERLOT SAN PEDRO,LBD.0187718,ACTIVE,02/28/2025 12:00:00 AM,02/26/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO CABERNET SAUVIGNON MERLOT,LBD.0187687,ACTIVE,02/24/2025 12:00:00 AM,02/22/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO CABERNET SAUVIGNON SAN PEDRO,LBD.0187717,ACTIVE,02/25/2025 12:00:00 AM,02/23/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO CABERNET SAUVIGNON,LBD.0187709,ACTIVE,02/24/2025 12:00:00 AM,02/22/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LCL.0000514)"
GATO NEGRO CHARDONNAY SAN PEDRO,LBD.0187689,ACTIVE,02/28/2025 12:00:00 AM,02/26/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO CHARDONNAY,LBD.0187688,ACTIVE,02/24/2025 12:00:00 AM,02/22/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO MALBEC,LBD.0187690,ACTIVE,02/24/2025 12:00:00 AM,02/22/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO MERLOT SAN PEDRO,LBD.0187693,ACTIVE,02/28/2025 12:00:00 AM,02/26/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO MERLOT,LBD.0187692,ACTIVE,02/24/2025 12:00:00 AM,02/22/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO PINOT GRIGIO SAN PEDRO,LBD.0187695,ACTIVE,02/25/2025 12:00:00 AM,02/23/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO PINOT GRIGIO,LBD.0187694,ACTIVE,02/24/2025 12:00:00 AM,02/22/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO PINOT NOIR SAN PEDRO,LBD.0187697,ACTIVE,02/25/2025 12:00:00 AM,02/23/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO PINOT NOIR,LBD.0187696,ACTIVE,02/24/2025 12:00:00 AM,02/22/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO RED VELVET WINE,LBD.0188963,ACTIVE,03/25/2025 12:00:00 AM,03/23/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO ROSE WINE,LBD.0224103,ACTIVE,03/06/2025 12:00:00 AM,03/05/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO SAUVIGNON BLANC SAN PEDRO,LBD.0187699,ACTIVE,02/25/2025 12:00:00 AM,02/23/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO SAUVIGNON BLANC,LBD.0187698,ACTIVE,02/24/2025 12:00:00 AM,02/22/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO SEMI SWEET RED,LBD.0187700,ACTIVE,02/24/2025 12:00:00 AM,02/22/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO SEMI SWEET WHITE,LBD.0187710,ACTIVE,02/24/2025 12:00:00 AM,02/22/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO SWEET RED,LBD.0233475,ACTIVE,12/29/2025 12:00:00 AM,12/28/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATO NEGRO SWEET ROSE,LBD.0233474,ACTIVE,12/29/2025 12:00:00 AM,12/28/2028 12:00:00 AM,"PARK STREET IMPORTS, LLC",LSL.0001299,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
GATOR BITE COFFEE LIQUEUR AND RUM,LBD.0151269,ACTIVE,01/01/2025 12:00:00 AM,12/30/2027 12:00:00 AM,STOLI GROUP USA LLC,LSL.0001485,BRESCOME BARTON INC (LIW.0000506)
GATOR BITE SATSUMA,LBD.0151270,ACTIVE,01/01/2025 12:00:00 AM,12/30/2027 12:00:00 AM,STOLI GROUP USA LLC,LSL.0001485,BRESCOME BARTON INC (LIW.0000506)
GATSBY,LBD.0207975,ACTIVE,09/05/2023 12:00:00 AM,09/04/2026 12:00:00 AM,PINDAR VINEYARDS LLC,LSW.0001528,BRESCOME BARTON INC (LIW.0000506)
GATTAVECCHI CHIANTI COLLI SENESI,LBD.0096016,ACTIVE,02/22/2026 12:00:00 AM,02/20/2029 12:00:00 AM,W J DEUTSCH & SONS LTD,LSL.0000741,WINEBOW INC (LIW.0000548)
GATTAVECCHI RISERVA DEI PADRI SERVITI,LBD.0096018,ACTIVE,07/21/2025 12:00:00 AM,07/20/2028 12:00:00 AM,W J DEUTSCH & SONS LTD,LSL.0000741,WINEBOW INC (LIW.0000548)
GATTAVECCHI ROSSO DI MONTEPULCIANO,LBD.0096019,ACTIVE,02/22/2026 12:00:00 AM,02/20/2029 12:00:00 AM,W J DEUTSCH & SONS LTD,LSL.0000741,WINEBOW INC (LIW.0000548)
GATTAVECCHI VERNACCIA DI SAN GIMIGNANO,LBD.0096020,ACTIVE,03/25/2025 12:00:00 AM,03/24/2028 12:00:00 AM,W J DEUTSCH & SONS LTD,LSL.0000741,WINEBOW INC (LIW.0000548)
GATTAVECCHI VINO NOBILE DI MONTEPULCIANO,LBD.0096017,ACTIVE,07/21/2025 12:00:00 AM,07/20/2028 12:00:00 AM,W J DEUTSCH & SONS LTD,LSL.0000741,WINEBOW INC (LIW.0000548)
GAUBOURG FELIX CELARD CUVEE ROSA,LBD.0217813,ACTIVE,07/15/2024 12:00:00 AM,07/14/2027 12:00:00 AM,"EBER-CONNECTICUT, LLC",LCL.0000565,"EBER-CONNECTICUT, LLC (LIW.0000596)"
GAUDIO MAURO SUPERIORE RED 14%,LBD.0111583,ACTIVE,09/30/2023 12:00:00 AM,09/28/2026 12:00:00 AM,EMPSON USA INC,LSL.0000540,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
GAUDIO MAURO SUPERIORE RED 15%,LBD.0111584,ACTIVE,09/30/2023 12:00:00 AM,09/28/2026 12:00:00 AM,EMPSON USA INC,LSL.0000540,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
GAUTIER EXTRA 1755,LBD.0163027,ACTIVE,01/09/2026 12:00:00 AM,01/07/2029 12:00:00 AM,SAZERAC CO INC,LSL.0000711,"INTERWINE INC (LIW.0000513), NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)"
GAUTIER XO GOLD & BLUE,LBD.0097093,ACTIVE,01/09/2026 12:00:00 AM,01/07/2029 12:00:00 AM,SAZERAC CO INC,LSL.0000711,"INTERWINE INC (LIW.0000513), NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)"
GAUTIER XO,LBD.0163285,ACTIVE,01/21/2026 12:00:00 AM,01/19/2029 12:00:00 AM,SAZERAC CO INC,LSL.0000711,"INTERWINE INC (LIW.0000513), NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)"
GAVI DI GAVI - GUIDO MATTEO,LBD.0227545,ACTIVE,06/11/2025 12:00:00 AM,06/10/2028 12:00:00 AM,VALVAL WINE BROKER LLC,LSL.0002440,NEW ENGLAND CELLARS CT LLC (LIW.0000769)
GAVIOLI LAMBRUSCO DI SORBARA,LBD.0229813,ACTIVE,08/13/2025 12:00:00 AM,08/12/2028 12:00:00 AM,VENTURA SELECTIONS LLC,LSL.0002323,CLASSIC WINES INC (LIW.0000565)
GAVIOLI LAMBRUSCO GRASPAROSSA DE CASTELVETRO,LBD.0232838,ACTIVE,12/01/2025 12:00:00 AM,11/30/2028 12:00:00 AM,VENTURA SELECTIONS LLC,LSL.0002323,CLASSIC WINES INC (LIW.0000565)
GAVIOLI METODO CLASSICO,LBD.0229815,ACTIVE,08/13/2025 12:00:00 AM,08/12/2028 12:00:00 AM,VENTURA SELECTIONS LLC,LSL.0002323,CLASSIC WINES INC (LIW.0000565)
GAVIOLI RIFERMENTAXIONE ANCESTRALE,LBD.0229814,ACTIVE,08/13/2025 12:00:00 AM,08/12/2028 12:00:00 AM,VENTURA SELECTIONS LLC,LSL.0002323,CLASSIC WINES INC (LIW.0000565)
GAVOTY RECITAL COTES DE PROVENCE ROSE,LBD.0192907,ACTIVE,07/08/2025 12:00:00 AM,07/06/2028 12:00:00 AM,ROSENTHAL WINE MERCHANT (NY) LTD,LCL.0000564,ROSENTHAL WINE MERCHANT (NY) LTD (LIW.0000597)
GAZELA ROSE,LBD.0077228,ACTIVE,02/01/2025 12:00:00 AM,01/30/2028 12:00:00 AM,EVATON INC,LCL.0000535,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
GAZELA VINHO VERDE,LBD.0015134,ACTIVE,05/07/2025 12:00:00 AM,05/05/2028 12:00:00 AM,EVATON INC,LCL.0000535,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
GBGB RODENZOK SOUR CHERRY ALE,LBD.0141360,ACTIVE,01/18/2024 12:00:00 AM,01/16/2027 12:00:00 AM,EPICURE INCORPORATED,LMB.0001640,
GBGB SOUR CHERRY ALE,LBD.0135946,ACTIVE,06/07/2023 12:00:00 AM,06/05/2026 12:00:00 AM,EPICURE INCORPORATED,LMB.0001640,
GE RESERVE RED BLEND,LBD.0236023,ACTIVE,03/19/2026 12:00:00 AM,03/18/2029 12:00:00 AM,BANFI PRODUCTS CORP,LSL.0000639,BRESCOME BARTON INC (LIW.0000506)
GEARBOX CABERNET SAUVIGNON CALIFORNIA,LBD.0220766,ACTIVE,11/18/2024 12:00:00 AM,11/17/2027 12:00:00 AM,PRECISION BRAND COLLECTION WINE & SPIRITS LLC,LSL.0001941,TRI-VIN IMPORTS INC (LIW.0000708)
GEARBOX CALIFORNIA CABERNET SAUVIGNON,LBD.0193919,ACTIVE,08/10/2025 12:00:00 AM,08/08/2028 12:00:00 AM,PRECISION BRAND COLLECTION WINE & SPIRITS LLC,LSL.0001941,"MURPHY BEVERAGE COMPANY INC (LIW.0000627), F &amp; F DISTRIBUTORS INC (LIW.0000504)"
GEARBOX CALIFORNIA PINOT NOIR,LBD.0193915,ACTIVE,08/10/2025 12:00:00 AM,08/08/2028 12:00:00 AM,PRECISION BRAND COLLECTION WINE & SPIRITS LLC,LSL.0001941,"MURPHY BEVERAGE COMPANY INC (LIW.0000627), F &amp; F DISTRIBUTORS INC (LIW.0000504)"
GEARBOX CHARDONNAY CA,LBD.0220767,ACTIVE,10/24/2024 12:00:00 AM,10/23/2027 12:00:00 AM,PRECISION BRAND COLLECTION WINE & SPIRITS LLC,LSL.0001941,TRI-VIN IMPORTS INC (LIW.0000708)
GEARBOX PINOT NOIR CALIFORNIA,LBD.0220758,ACTIVE,11/18/2024 12:00:00 AM,11/17/2027 12:00:00 AM,PRECISION BRAND COLLECTION WINE & SPIRITS LLC,LSL.0001941,TRI-VIN IMPORTS INC (LIW.0000708)
